STATE,FIPSTATE,SC,CD,REDIST,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRUC,CVLLBRFR,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
OK,40,53,1,0,11,119200,31000,99968,57876,1,0,25086,270670,0,161404,4686,9410,36436,11.8136995,26232,49194,5263,673,24492,78510,0,34105,0,0,754,0,778.8038633,1048270,,1750,15292,32948,27258,12.9,924952,0,609423,117114
OK,40,53,2,0,11,152118,31000,52009,81598,1,0,29362,227519,0,186587,18495,13721,17276,11.8136995,6075,72221,5263,11696,24780,79930,0,24808,0,0,514,0,44.83490082,1021721,,42292,33720,21608,28456,12.9,25654,140,609423,82633
OK,40,53,3,0,11,161579,31000,40024,74291,1,0,23268,224304,0,176496,18654,16450,15416,11.8136995,9094,83317,5263,17963,24247,62863,0,23106,1,0,709,0,29.18705116,981077,,44066,42620,13864,31510,12.9,4938,0,609423,75624
OK,40,53,4,0,11,98605,31000,65585,51866,1,0,18642,238390,0,155195,12288,30444,17385,11.8136995,23564,86421,5263,8086,22847,41163,0,29639,3,3,22456,0,64.85369775,856828,,22380,33130,14553,25666,12.9,403610,0,609423,73953
OK,40,53,5,0,11,84351,31000,30592,36480,1,0,15763,268490,0,105096,6613,11847,23927,11.8136995,17919,48491,5263,4662,15133,41847,0,34888,0,0,1312,0,112.3399828,653703,,8537,21511,10411,15099,12.9,399390,0,609423,70246
OK,40,53,6,0,11,106925,31000,78886,48519,1,0,16768,240696,0,127062,21385,17210,14111,11.8136995,15016,60538,5263,25595,18540,30875,0,26418,1,1,3590,0,20.49767533,707592,,30950,24788,13813,20778,12.9,243027,284,609423,63143
TN,47,54,1,0,6,75980,57000,9990,56700,0,0,16931,264028,0,83004,5882,5749,8934,0.562976,3538,31715,333345,4217,17091,71732,0,26407,0,0,384,0,128.5221722,541978,,19341,8875,8017,17507,17.3,198998,349,513716,53383
TN,47,54,2,0,6,70404,57000,35199,46294,0,0,17147,274284,0,80573,4195,10572,11814,0.562976,7482,42315,333345,2487,16912,53289,0,30917,0,0,587,0,217.8447929,541780,,5640,14831,10339,15035,17.3,303327,0,513716,59860
TN,47,54,3,0,6,74027,57000,62795,49251,0,0,15928,262737,0,82079,4310,15200,14525,0.562976,6661,41747,333345,4315,18052,57352,0,29557,0,0,446,1,125.6234067,542065,,5300,8495,8568,15195,17.3,250680,0,513716,50113
TN,47,54,4,0,6,78004,57000,19521,71279,0,0,16123,253005,0,91086,9684,6795,7964,0.562976,2979,30799,333345,9340,16233,81387,0,24532,1,1,562,1,57.99250535,541650,,25400,7771,8416,15614,17.3,386,0,513716,43055
TN,47,54,5,0,6,62910,57000,123478,35536,1,0,14826,293835,0,68491,2953,6559,22806,0.562976,12718,38613,333345,879,18508,37624,0,34396,0,0,808,0,616.4709898,541878,,2601,13546,13349,13306,17.3,502109,322,513716,63223
TN,47,54,6,0,6,59062,57000,31015,57019,1,0,18911,281653,0,90506,6678,6136,15713,0.562976,6151,34083,333345,5366,15989,70669,0,33945,0,0,570,0,101.0067089,542002,,20902,11958,11490,12663,17.3,71045,524,513716,56255
TN,47,54,7,0,6,54718,57000,66842,46483,1,0,16817,267725,0,87681,5435,10434,15571,0.562976,8517,38727,333345,6609,17841,56448,0,33405,0,0,13735,0,82.05023453,542270,,13787,10452,16289,13038,17.3,222076,0,513716,53588
TN,47,54,8,0,8,76316,57000,106365,58498,1,0,14789,251295,0,90725,7323,8262,9728,367.412212,3760,37202,333345,7749,18833,66743,0,27241,2,1,9436,0,69.92540973,541852,,18709,10107,9823,16158,17.3,127454,0,513716,46773
TN,47,54,9,0,8,66950,57000,321836,39299,1,0,10808,256515,0,87958,2252,11184,13316,367.412212,7308,42511,333345,253,22188,28569,0,26590,1,0,712,0,2141.146245,541710,,0,9139,21283,22071,17.3,540868,645,513716,53905
WV,54,56,1,0,4,93292,19900,9312,44596,0,0,14571,259983,0,94426,4079,6332,9779,15.6137875,7192,39536,31956,5946,14362,42010,0,27220,0,0,539,0,100.5812311,598056,,7672,18842,9591,20340,28.9,143657,165,204959,50834
WV,54,56,2,0,4,86109,19900,19829,43969,0,0,20146,262039,0,100433,6124,8503,12516,15.6137875,4549,42682,31956,9455,15332,37163,0,26917,0,0,746,0,63.23860391,597921,,10270,18847,9778,20143,28.9,163224,281,204959,50232
WV,54,56,3,0,4,89403,19900,26257,35607,0,0,12138,220205,0,109685,3483,6212,7940,15.6137875,3971,36499,31956,8684,13639,20568,0,22250,0,0,520,0,68.8046983,597500,,5811,16648,10396,24059,28.9,81845,326,204959,44297
AZ,4,61,1,0,14,55623,37100,19338,31634,1,0,17597,344059,0,88225,4391,6846,26163,0.950022,42023,45265,16179743,210,20698,55969,0,38232,0,0,1165,0,2908.652381,610817,,106,17721,16587,16587,12.8,608573,0,444751,70977
AZ,4,61,2,0,14,59168,37100,41401,43448,1,0,18474,256524,0,127714,10985,10827,9345,0.950022,105585,43562,16179743,17710,20558,32097,0,22650,4,2,6031,0,34.45883682,622956,,1695,12177,10613,28046,12.8,492483,205,444751,51390
AZ,4,61,3,0,14,121774,37100,11427,31465,1,0,20630,258645,0,98987,6923,9962,17340,0.950022,31989,39813,16179743,41615,19520,27885,0,31663,0,0,4392,1,14.66836477,627132,,1393,10331,11209,15783,12.8,312305,136,444751,55599
AZ,4,61,4,0,14,69011,37100,11616,27664,1,0,19804,338605,0,85164,3381,6846,37134,0.950022,33618,39174,16179743,193,19954,38587,0,40563,0,0,900,0,3164.290155,610708,,0,12374,12306,15996,12.8,610279,429,444751,71852
AZ,4,61,5,0,14,91136,37100,18117,22475,1,0,14950,283981,0,87981,5105,13518,16793,0.950022,43034,54628,16179743,12691,21151,23902,0,32829,2,2,11398,0,48.15444015,611128,,1511,19959,8867,16945,12.8,406384,0,444751,62479
AZ,4,61,6,0,14,90123,37100,8406,34027,1,0,18730,245984,0,152205,7440,15349,14056,0.950022,23743,57220,16179743,41221,25450,29667,0,29273,1,1,1794,0,14.84401155,736104,,3076,16421,9531,30721,12.8,230199,0,444751,50829
CO,8,62,1,0,10,72485,34400,71001,32850,0,0,12581,290621,0,68344,2907,13000,23065,7.5561935,39061,44267,8853058,218,20223,27535,0,31355,0,0,4553,0,2518.591743,549053,,20,11044,15266,18228,18,548922,294,389134,56848
CO,8,62,2,0,10,42814,34400,3870,34218,0,0,16175,313860,0,86431,2705,10729,19318,7.5561935,24229,44330,8853058,1530,19502,49725,0,41332,0,0,562,0,358.7928105,548953,,2009,14099,14888,13476,18,475696,0,389134,67849
CO,8,62,3,0,14,69819,34400,3344,31718,0,0,20631,267934,0,96956,12116,8417,14496,0.950022,14086,46072,8853058,57043,23866,18816,0,28350,1,0,378,0,9.626422173,558118,,16365,13789,10106,16439,18,178232,96,389134,58912
CO,8,62,4,0,10,60272,34400,3738,36796,0,0,16384,277284,0,97722,16941,7735,13241,7.5561935,18689,45355,8853058,40285,21659,38761,0,31903,0,0,649,0,13.633263,549216,,25599,15961,11836,13510,18,228908,144,389134,55954
CO,8,62,5,0,12,39932,34400,30242,22235,0,0,13429,266620,0,92742,2918,14190,20586,2.533392,23409,38741,8853058,4231,18299,36651,0,38651,5,3,29314,0,129.8189553,549264,,1969,6252,9302,14868,18,433759,0,389134,52561
CO,8,62,6,0,10,43797,34400,19043,24458,0,0,16009,316400,0,85468,2066,17554,29137,7.5561935,23038,44677,8853058,419,19045,36126,0,43922,1,0,2932,0,1309.756563,548788,,96,8078,17019,11920,18,512369,0,389134,66183
ID,16,63,1,0,17,68348,10900,1316,36294,0,0,15351,238745,0,97314,15469,8483,11830,27.145999,13716,40672,11935700,39552,14439,38970,0,29226,0,0,904,0,12.7210002,525367,,19692,17750,8746,15263,16.1,102283,0,115382,49822
ID,16,63,2,0,17,56623,10900,2355,34284,0,0,14285,234028,0,109610,20297,10174,10855,27.145999,15553,39079,11935700,43198,15582,28168,0,29736,1,1,4609,0,11.65813232,508722,,26911,13323,9154,11719,16.1,176187,118,115382,49862
MT,30,64,1,0,10,112053,7900,2071,45880,0,0,21449,376940,0,155332,31105,19307,17885,7.5561935,14256,76364,9290782,145556,32315,28061,0,28044,1,1,4920,0,5.489742779,853999,,50967,24742,16922,26602,21.7,208743,153,103117,83971
NV,32,65,1,0,15,66213,18000,62843,31188,0,0,26623,324969,0,86634,3340,8011,18578,0.369453,63223,32405,48212744,230,16841,14208,0,34114,1,1,4460,0,2613.226087,601128,,0,7553,12668,20493,22.1,597438,0,173293,58625
NV,32,65,2,0,15,61523,18000,15536,37006,0,0,26554,322551,0,93846,6239,10428,18176,0.369453,41758,46766,48212744,109574,21947,22068,0,37251,2,1,5898,0,5.482970413,607931,,5061,14391,12493,15771,22.1,313803,124,173293,57993
NM,35,66,1,0,12,53252,12800,13320,24559,0,0,16312,254244,0,81651,2859,16837,16037,2.533392,26346,47538,13157802,4711,15517,23448,0,32051,1,1,5261,0,107.265761,509273,,725,15184,9240,15504,12.8,454074,449,175922,53961
NM,35,66,2,0,12,60738,12800,10732,28212,0,0,14774,208524,0,107280,9508,13767,8400,2.533392,40551,47829,13157802,67344,15203,16900,0,24588,2,1,5827,0,7.495352221,519175,,7219,18859,6728,18165,12.8,89468,0,175922,40603
NM,35,66,3,0,12,57052,12800,5962,27744,0,0,19121,221392,0,124412,6813,21679,10071,2.533392,14523,65416,13157802,49308,19295,15899,0,26681,1,1,3786,0,10.24119818,605421,,8572,24442,7881,23278,12.8,106131,0,175922,49023
UT,49,67,1,0,15,53832,15400,5213,34300,0,0,12149,251977,0,141232,6727,30368,10416,0.369453,14988,61351,23032993,34085,15441,42253,0,34232,4,1,5649,0,16.84626669,574835,,5202,15542,9110,12144,16.8,379428,0,143079,49829
UT,49,67,2,0,15,51575,15400,3570,31071,0,0,14050,278409,0,124463,2418,7282,21616,0.369453,25526,39817,23032993,458,12739,35186,0,36350,0,0,927,0,1254.174672,574412,,11,19796,13309,10698,16.8,572367,305,143079,63662
UT,49,67,3,0,14,46004,15400,2311,38122,0,0,14110,247062,0,150491,7427,7403,10168,0.950022,18293,39148,23032993,47624,15084,36333,0,29629,0,0,477,0,12.05763901,597278,,8156,16661,10236,15279,16.8,368036,0,143079,51887
WY,56,68,1,0,10,49310,5200,3305,30426,0,0,15454,220980,0,94508,12108,8806,9410,7.5561935,7846,47771,20740744,97104,22284,13532,0,32216,1,1,3874,0,4.671156698,475503,,17449,16681,10571,12881,15.6,114004,283,54454,45166
CA,6,71,1,0,16,73678,328500,22314,33931,0,1,18445,264821,0,95257,12236,12189,13149,99.3388745,46755,50128,21892142,10803,24414,34186,0,35909,1,1,7050,0,53.0287883,579590,,9013,13525,10173,16375,25.4,223333,0,2856770,54203
CA,6,71,2,0,16,89325,328500,8410,29098,0,0,19020,241522,0,94322,10952,7942,12645,99.3388745,25719,42759,21892142,28414,22524,24376,0,29646,1,1,3581,1,20.17406912,574542,,8452,12293,8040,18987,25.4,185449,0,2856770,48240
CA,6,71,3,0,16,62802,328500,18530,31865,1,0,19581,278111,0,94606,14602,13103,15796,99.3388745,58867,61282,21892142,7655,21144,23347,0,35293,1,1,4254,0,74.66296538,571714,,14034,27035,11269,17972,25.4,363204,0,2856770,55878
CA,6,71,4,0,16,68906,328500,9538,28055,0,0,28200,277140,0,91692,5144,10341,21264,99.3388745,29630,49018,21892142,10807,22112,25592,0,40604,0,0,1067,0,52.83862311,571340,,3828,16565,9167,13102,25.4,224927,0,2856770,56799
CA,6,71,5,0,16,65194,328500,73429,27190,1,0,16196,278768,0,88064,4031,12293,19625,99.3388745,73035,75317,21892142,150,21639,19927,0,35336,1,0,1566,0,3824.393333,573659,,12,41385,10249,17155,25.4,570923,0,2856770,52775
CA,6,71,6,0,16,74726,328500,13279,26062,0,1,23820,308961,0,71574,7335,6525,30886,99.3388745,61374,39133,21892142,1591,22620,30127,0,47395,0,0,2735,0,359.1200503,571449,,5232,9988,11098,11759,25.4,392810,0,2856770,61612
CA,6,71,7,0,16,58806,328500,95228,30372,0,0,20386,293836,0,87076,3918,18737,26877,99.3388745,93213,52991,21892142,348,23897,32973,1,43274,3,1,6141,0,1646.140805,572857,,0,10357,15332,16843,25.4,571018,0,2856770,56550
CA,6,71,8,0,16,78265,328500,73442,29165,1,0,13209,329403,0,53524,1578,12009,33060,99.3388745,193299,40174,21892142,34,18446,29558,0,36960,2,1,4601,0,16858.58824,573192,,0,9719,17742,20019,25.4,573192,0,2856770,65324
CA,6,71,9,0,16,68177,328500,182452,25888,1,0,12826,289473,0,71127,2860,14526,20613,99.3388745,110014,56840,21892142,72,23397,26175,0,36561,5,2,11002,0,7967.625,573669,,0,18917,14539,19809,25.4,573669,0,2856770,47100
CA,6,71,10,0,16,59873,328500,12917,22611,1,0,23391,313157,0,83853,3320,9931,33125,99.3388745,54331,39707,21892142,1023,19955,38405,0,60079,0,0,943,0,559.1192571,571979,,1065,9821,12133,10953,25.4,549252,61,2856770,63941
CA,6,71,11,0,16,61404,328500,32885,38168,1,0,18808,261968,0,103733,13403,10640,16348,99.3388745,86297,45234,21892142,1826,22157,31694,0,35700,4,1,3519,0,313.0613363,571650,,11843,12437,12088,19686,25.4,381903,0,2856770,50957
CA,6,71,12,0,16,79171,328500,22766,27843,1,1,16706,323495,0,62253,2698,11402,33312,99.3388745,170401,44353,21892142,107,23332,30255,0,51727,0,0,627,0,5342.682243,571667,,0,9619,25764,12532,25.4,571620,0,2856770,67610
CA,6,71,13,0,16,53092,328500,42060,42257,1,0,16973,314374,0,85737,2733,10178,19910,99.3388745,123353,36521,21892142,239,19389,72466,0,48651,0,0,1412,0,2394.698745,572333,,0,6954,19707,14691,25.4,571615,0,2856770,66127
CA,6,71,14,0,16,64756,328500,27980,21547,1,1,14208,332677,0,62660,4973,7933,19251,99.3388745,118353,28980,21892142,477,16870,85226,0,59492,2,2,4058,0,1197.186583,571058,,239,4177,9863,11251,25.4,562365,1371,2856770,55752
CA,6,71,15,0,16,54148,328500,12273,25931,1,1,18095,336280,0,73847,2743,5002,20560,99.3388745,85760,33943,21892142,452,22761,92775,0,57300,0,0,721,0,1266.283186,572360,,521,6180,9603,11866,25.4,549185,0,2856770,62424
CA,6,71,16,0,16,39768,328500,29545,44852,1,0,18222,298455,0,101394,6504,6343,11748,99.3388745,173544,32224,21892142,946,19238,88709,0,45688,0,0,695,0,604.0803383,571460,,1835,6643,10554,18597,25.4,516861,0,2856770,52640
CA,6,71,17,0,16,59816,328500,24991,30290,0,1,17003,274605,0,92546,25001,10283,14336,99.3388745,112377,42859,21892142,4886,22125,28436,0,37401,4,2,22315,0,116.8802702,571077,,5687,10451,7374,18759,25.4,424528,0,2856770,54779
CA,6,71,18,0,16,58580,328500,16007,39496,0,0,17354,250269,0,114012,20664,4815,11634,99.3388745,93086,33139,21892142,4138,21904,36926,0,31574,1,1,4592,0,138.0758821,571358,,23357,6420,8722,23697,25.4,295716,0,2856770,46733
CA,6,71,19,0,16,63916,328500,18724,29058,1,0,16125,267363,0,108281,13074,10333,18353,99.3388745,68795,49110,21892142,7642,27511,23483,0,33041,0,0,672,0,74.99044753,573343,,11598,11266,9812,17712,25.4,391289,168,2856770,53640
CA,6,71,20,0,16,49611,328500,36656,32447,1,0,9210,224242,0,133213,46770,5588,5005,99.3388745,145620,28902,21892142,6857,16336,18259,0,22472,1,1,4893,0,83.64518011,573874,,23187,6978,6876,33350,25.4,149984,0,2856770,35097
CA,6,71,21,0,16,61313,328500,22676,30894,0,0,17900,254789,0,107652,12493,12401,11708,99.3388745,50333,48947,21892142,8916,26525,21092,0,33174,2,1,3923,0,64.05820996,571946,,4436,10021,9679,17612,25.4,298113,0,2856770,51401
CA,6,71,22,0,16,74192,328500,15778,26631,0,1,20515,285521,0,78646,15529,6979,16836,99.3388745,76241,48077,21892142,6037,21201,30439,0,39631,1,1,4193,0,94.90740434,573273,,5085,19897,6957,13990,25.4,365081,0,2856770,56427
CA,6,71,23,0,16,54113,328500,14423,35195,0,1,22480,297601,0,95543,15986,13300,20981,99.3388745,101788,44203,21892142,1782,23007,46296,0,47019,2,0,5397,0,320.7418631,571562,,4194,7896,7910,13361,25.4,481126,0,2856770,55425
CA,6,71,24,0,16,63493,328500,11384,22166,1,1,19100,334603,0,65519,3448,4268,37636,99.3388745,128512,27168,21892142,303,17755,48276,0,57375,0,0,328,0,1888.735974,572287,42049893,344,5145,8463,13976,25.4,556006,0,2856770,65325
CA,6,71,25,0,16,43152,328500,25864,26610,1,0,22140,299582,0,86998,3167,8839,24747,99.3388745,88482,39505,21892142,2057,23696,53929,0,51207,0,0,851,0,278.6528926,573189,42049893,810,6970,9213,14237,25.4,506718,909,2856770,57774
CA,6,71,26,0,16,44779,328500,35106,56456,1,0,21870,302105,0,100425,5824,5046,19994,99.3388745,241108,24780,21892142,69,15159,64334,0,34273,0,0,303,0,8283.15942,571538,42049893,0,4575,9459,22638,25.4,571538,0,2856770,55426
CA,6,71,27,0,16,74115,328500,46921,25090,1,0,16397,306541,0,72034,3437,5473,32162,99.3388745,174543,34313,21892142,307,23208,39812,0,45016,0,0,276,0,1865.241042,572629,42049893,0,5632,8897,16222,25.4,571947,0,2856770,51699
CA,6,71,28,0,16,62595,328500,32621,30624,0,0,18321,299246,0,88576,2862,5366,26669,99.3388745,119777,39516,21892142,464,26146,48972,0,49369,0,0,480,0,1233.165948,572189,,0,8004,11386,13358,25.4,571426,0,2856770,59301
CA,6,71,29,0,16,91269,328500,19825,15678,1,1,10162,341150,0,37002,1839,3623,34065,99.3388745,175290,30645,21892142,117,14762,28757,0,55001,0,0,117,0,4883.641026,571386,42049893,0,12260,8247,18454,25.4,571386,0,2856770,59150
CA,6,71,30,0,16,45691,328500,19738,54562,1,0,16708,290735,0,107275,2953,3682,18649,99.3388745,335060,23983,21892142,37,15946,51839,0,24390,0,0,175,0,15475.78378,572604,42049893,0,4355,9454,27538,25.4,572604,0,2856770,59265
CA,6,71,31,0,16,51177,328500,9398,56388,1,0,15774,265665,0,111141,4359,4450,17294,99.3388745,259120,29764,21892142,75,19451,60181,0,31858,0,0,226,0,7636.773333,572758,42049893,0,5863,10569,20376,25.4,572735,0,2856770,56064
CA,6,71,32,0,16,65453,328500,231149,35975,1,0,12352,294698,0,84158,3825,7608,20605,99.3388745,172086,41969,21892142,47,24235,38521,0,31990,0,0,370,0,12183.61702,572630,42049893,0,10126,13321,24063,25.4,572630,0,2856770,49698
CA,6,71,33,0,16,36912,328500,24583,83517,1,0,13610,252675,0,133691,3015,2363,7444,99.3388745,319853,16688,21892142,47,11217,79142,0,22018,0,0,129,0,12146.65957,570893,42049893,0,3108,9108,29042,25.4,570893,0,2856770,49248
CA,6,71,34,0,16,50565,328500,11212,55415,0,0,15405,275183,0,108462,3167,4797,14915,99.3388745,178321,31127,21892142,90,20075,65259,0,38395,0,0,361,0,6371.733333,573456,,0,6255,13773,18726,25.4,573456,0,2856770,58985
CA,6,71,35,0,16,41810,328500,243818,51943,1,0,12268,262143,0,113832,3911,9235,12028,99.3388745,187141,36209,21892142,43,21579,58199,0,26853,0,0,610,0,13272.02326,570697,42049893,0,5395,17325,27854,25.4,570697,0,2856770,43269
CA,6,71,36,0,16,59434,328500,17844,23059,1,1,16237,341509,0,63242,2955,6245,27199,99.3388745,111465,33735,21892142,231,21829,71112,0,56567,1,1,2875,0,2483.398268,573665,42049893,0,5661,20054,13235,25.4,570181,0,2856770,63857
CA,6,71,37,0,16,39735,328500,193266,55304,1,0,12095,242189,0,126281,4009,8432,8518,99.3388745,185755,33213,21892142,72,19723,61608,0,28583,0,0,1789,0,7947.097222,572191,89608982,0,5058,14565,26170,25.4,572191,0,2856770,40351
CA,6,71,38,0,16,67287,328500,44223,37370,1,1,16108,293538,0,78840,2206,8143,18702,99.3388745,123317,37972,21892142,74,22143,59548,0,39810,3,1,9617,0,7738.864865,572676,89608982,0,7686,15246,16122,25.4,572676,716,2856770,60868
CA,6,71,39,0,16,53299,328500,14549,37124,1,1,18691,317414,0,88030,3391,5397,23231,99.3388745,125308,34880,21892142,104,21387,68491,0,50777,0,0,1140,0,5518.663462,573941,47559089,0,8096,12176,13964,25.4,573918,0,2856770,68732
CA,6,71,40,0,16,67885,328500,31340,28998,0,0,23995,239718,0,99618,4110,13986,12774,99.3388745,48787,45425,21892142,29912,23413,20245,0,34048,5,3,19072,0,19.18758358,577783,,844,8026,11306,17250,25.4,350412,279,2856770,48370
CA,6,71,41,0,16,33439,328500,38988,39317,0,0,20270,292909,0,106645,5338,5017,21418,99.3388745,125681,35005,21892142,229,21354,58578,0,48401,0,0,507,0,2500.126638,572529,,1193,8634,11661,15306,25.4,565887,0,2856770,61101
CA,6,71,42,0,16,41113,328500,63399,41791,0,0,22582,263898,0,114113,3683,6700,13482,99.3388745,86781,40215,21892142,209,24598,42073,0,36818,0,0,1802,0,2734.904306,571595,,151,8917,13826,20618,25.4,568991,0,2856770,54331
CA,6,71,43,0,16,48162,328500,33605,39617,0,0,27863,270568,0,102373,5971,5768,16146,99.3388745,79712,37139,21892142,747,22698,48296,0,41812,1,1,3851,0,764.5113788,571090,,2019,8673,9843,16411,25.4,439932,0,2856770,52444
CA,6,71,44,0,16,111931,328500,29883,28369,0,0,24157,240511,0,97891,14745,5641,16193,99.3388745,95784,29600,21892142,6359,17650,22023,0,33293,0,0,2098,0,89.92656078,595896,,2322,6309,8140,16998,25.4,413244,0,2856770,51647
CA,6,71,45,0,16,57621,328500,7080,31509,0,1,21749,338389,0,72865,3533,5348,29384,99.3388745,109676,33376,21892142,91,19922,67397,0,51028,1,0,1316,0,6274.626374,570991,,0,8106,12779,13948,25.4,570991,0,2856770,71968
CA,6,71,46,0,16,38992,328500,14177,62887,0,0,20838,298519,0,105537,9064,4917,15434,99.3388745,244228,23615,21892142,62,14019,77544,0,36344,0,0,2973,0,9209.080645,570963,,0,4679,9107,21492,25.4,570963,0,2856770,57937
CA,6,71,47,0,16,61461,328500,10395,22555,0,1,18986,323619,0,75829,2494,5386,36582,99.3388745,101166,34958,21892142,304,19771,55389,0,59936,2,2,6000,0,1880.279605,571605,,46,9801,9652,10812,25.4,568981,0,2856770,65545
CA,6,71,48,0,16,60108,328500,23062,24946,0,1,24644,280497,0,82027,9119,10038,25336,99.3388745,81397,32631,21892142,1517,16441,39238,0,46683,2,1,30948,1,377.8582729,577452,,6333,6152,8014,12436,25.4,485425,308,2856770,58041
CA,6,71,49,0,16,71244,328500,30024,19415,1,0,15252,300179,0,52060,3465,16055,26234,99.3388745,80319,48556,21892142,118,19927,33304,0,40466,13,4,45191,0,4859.635593,573437,,0,12574,9186,14314,25.4,573437,0,2856770,62206
CA,6,71,50,0,16,48002,328500,82718,31680,1,0,15523,246477,0,114295,4558,21665,13178,99.3388745,172685,47215,21892142,135,18085,34099,0,30213,1,1,20178,0,4246.251852,573244,,55,7465,8563,19639,25.4,568366,0,2856770,51502
CA,6,71,51,0,16,65052,328500,9333,24025,1,0,23248,306434,0,83068,6348,11479,28263,99.3388745,89717,36608,21892142,495,16964,45790,0,50405,0,0,8995,0,1157.272727,572850,,1425,8165,8320,13278,25.4,553964,0,2856770,61953
CA,6,71,52,0,16,62892,328500,17517,28650,1,0,24815,275286,0,99575,8328,12333,17774,99.3388745,71362,45553,21892142,6434,23664,29372,0,37396,2,1,7557,0,89.11330432,576852,,1716,9556,8835,17812,25.4,397759,0,2856770,58033
OR,41,72,1,0,17,66356,27400,4321,34080,1,1,15432,306224,0,83759,8141,7222,22985,27.145999,36833,35740,15921659,2958,18689,56480,0,40587,0,0,717,0,192.1910074,568550,24925160,9696,9829,10751,11480,27.5,396355,0,427192,64257
OR,41,72,2,0,17,112995,27400,2111,55732,0,0,17657,262274,0,119014,23217,11789,14007,27.145999,25789,49264,15921659,70595,25015,51575,0,28187,1,0,615,0,8.052085842,719112,,25337,12460,11910,23638,27.5,125745,0,427192,73344
OR,41,72,3,0,17,76237,27400,33589,45657,1,0,15647,295378,0,80031,4247,8170,18989,27.145999,37445,33264,15921659,814,17412,45417,0,32627,0,0,654,0,698.1277641,568276,24925160,2280,7682,16373,14749,27.5,531362,443,427192,67473
OR,41,72,4,0,17,126931,27400,4397,67426,0,1,20053,266853,0,133849,18732,9854,16950,27.145999,25720,62422,15921659,16080,32527,73103,0,29057,0,0,680,0,35.34794776,868103,,17557,20041,14604,25983,27.5,340137,196,427192,85864
OR,41,72,5,0,17,76723,27400,3349,36314,0,1,15425,276414,0,90557,13471,6034,15058,27.145999,29039,51159,15921659,5553,20151,39493,0,33675,0,0,886,0,102.415271,568712,,18145,24974,9223,13367,27.5,235996,0,427192,58086
WA,53,73,1,0,17,51735,41400,6808,26623,1,1,20790,297349,0,81943,3803,12883,27091,27.145999,40932,40336,2173187,374,14430,48320,0,45857,3,1,4607,0,1444.692513,545704,,843,13023,12068,9556,32.9,476919,0,628943,63398
WA,53,73,2,0,17,68500,41400,4774,37596,0,1,22149,260820,0,88289,9642,7419,14138,27.145999,29379,36669,2173187,6223,15735,53238,0,36132,1,1,7860,0,86.91322513,554507,,9172,13515,10168,11808,32.9,207887,0,628943,56342
WA,53,73,3,0,17,68990,41400,4661,41927,0,1,15931,257075,0,93289,8914,7051,11912,27.145999,19290,44925,2173187,8427,15404,47893,0,33913,0,0,1493,0,64.15782604,541291,,6841,22470,11952,14812,32.9,293169,0,628943,49889
WA,53,73,4,0,17,70818,41400,5170,38351,0,0,12130,252252,0,108860,30861,10872,8126,27.145999,51561,44405,2173187,23704,17325,28221,0,29700,0,0,492,1,22.81053831,573631,,27267,16208,10441,20610,32.9,204165,0,628943,53032
WA,53,73,5,0,17,72635,41400,6464,30671,0,0,11571,249711,0,88860,10175,8293,13271,27.145999,20782,44595,2173187,17676,14505,28600,0,31003,1,1,4418,0,30.59883458,543958,,12210,21797,9011,16413,32.9,278939,231,628943,54214
WA,53,73,6,0,17,77374,41400,28925,32059,0,1,14508,240079,0,84014,6266,23972,12828,27.145999,28083,54974,2173187,6250,17494,37112,0,32939,0,0,12328,0,86.53376,546408,,1972,13508,9525,15222,32.9,327444,0,628943,49421
WA,53,73,7,0,17,79594,41400,53608,29833,1,1,12717,312107,0,45075,3382,8285,24612,27.145999,69035,48139,2173187,126,17573,41395,0,39547,1,1,1489,0,4295.253968,541202,,84,22281,14904,13657,32.9,532962,379,628943,60552
WA,53,73,8,0,17,43283,41400,8247,33255,0,0,19468,292610,0,92350,4102,6978,20232,27.145999,32715,31746,2173187,2936,14464,66693,0,47389,0,0,1074,0,184.1740463,544571,,2506,10304,15802,9735,32.9,406349,0,628943,60076
WA,53,73,9,0,17,52223,41400,31176,38464,1,1,17633,271174,0,90576,4319,12764,15209,27.145999,39541,41484,2173187,862,14377,56071,0,36543,1,1,20135,0,627.0522042,571966,,1757,14343,18902,13929,32.9,522337,203,628943,61926
AK,2,81,1,0,18,25898,5000,22566,31560,0,1,17950,268966,0,115529,7959,25700,11613,0.0967615,27385,84927,164750000,570373,29980,17455,0,46581,11,7,24991,0,0.964356658,629099,87047049,1292,29247,20903,26234,30.4,222119,0,69895,50986
HI,15,82,1,0,19,69204,22300,13463,23939,1,1,17486,284477,0,65811,2809,24219,23983,2.0495845,100413,59621,245343,181,7510,16960,0,46389,7,5,28258,0,3061.734807,554174,,0,27892,19585,7745,31.5,552983,0,112011,66412
